sequence,timestamp_ms,record_type,event_id,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id,checkpoint_id,sensor_type,sensor_value,sensor_unit,check_type,check_result
2689,312274,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.5719,A,,
2690,312274,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,55.6949,Nm,,
2691,312873,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.157306,g,,
2692,312873,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,39.0304,C,,
2693,312873,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.33642,A,,
2694,312873,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.472256,Nm,,
2695,314752,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.0917446,g,,
2696,314752,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.8347,C,,
2697,314752,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.14581,A,,
2698,314752,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.976424,Nm,,
2699,315136,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.14774,g,,
2700,315136,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,59.7607,C,,
2701,315136,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.3919,A,,
2702,315136,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,55.2564,Nm,,
2703,315400,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.288909,g,,
2704,315400,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,39.5257,C,,
2705,315400,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.11843,A,,
2706,315400,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.473873,Nm,,
2707,317155,SENSOR,,SENSOR_READING,S04,,,,,,,,VIBRATION,1.12228,g,,
2708,317155,SENSOR,,SENSOR_READING,S04,,,,,,,,TEMPERATURE,51.3134,C,,
2709,317392,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.154734,g,,
2710,317392,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,39.0955,C,,
2711,317392,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.22209,A,,
2712,317392,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0,Nm,,
2713,317503,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.211453,g,,
2714,317503,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.1232,C,,
2715,317503,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.20723,A,,
2716,317503,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0,Nm,,
2717,317573,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.165409,g,,
2718,317573,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,38.7329,C,,
2719,317573,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.1885,A,,
2720,317573,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0,Nm,,
2721,317925,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.163313,g,,
2722,317925,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,38.7423,C,,
2723,317925,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.20793,A,,
2724,317925,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0.347634,Nm,,
2725,318213,STATION,EV000099,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,41767,,,,,,,
2726,318213,STATION,EV000100,UNIT_ARRIVED,S04,U000006,1,,,,,,,,,,
2727,318213,STATION,EV000101,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,40756,,,,,,,
2728,318366,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.229816,g,,
2729,318366,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,38.3176,C,,
2730,318366,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.22225,A,,
2731,318366,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
2732,318748,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.14238,g,,
2733,318748,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.4476,C,,
2734,318748,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.09281,A,,
2735,318748,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.248738,Nm,,
2736,318899,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.157026,g,,
2737,318899,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,38.939,C,,
2738,318899,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.08722,A,,
2739,318899,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.148553,Nm,,
2740,319641,SENSOR,,SENSOR_READING,S21,,,,,,,,VIBRATION,0.172066,g,,
2741,319641,SENSOR,,SENSOR_READING,S21,,,,,,,,TEMPERATURE,39.3309,C,,
2742,320123,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.13834,g,,
2743,320123,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.4542,C,,
2744,320123,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.629,A,,
2745,320123,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,54.9399,Nm,,
2746,320182,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.15654,g,,
2747,320182,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.7856,C,,
2748,320182,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.31949,A,,
2749,320182,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.32429,Nm,,
2750,320525,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.197527,g,,
2751,320525,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.317,C,,
2752,320525,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.23334,A,,
2753,320525,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
2754,320552,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.15528,g,,
2755,320552,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,60.5769,C,,
2756,320552,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.441,A,,
2757,320552,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.3836,Nm,,
2758,320635,SENSOR,,SENSOR_READING,S10,,,,,,,,VIBRATION,0.189699,g,,
2759,320635,SENSOR,,SENSOR_READING,S10,,,,,,,,TEMPERATURE,39.08,C,,
2760,321291,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.15534,g,,
2761,321291,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,53.4198,C,,
2762,321291,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.3775,A,,
2763,321291,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,53.9151,Nm,,
2764,321775,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.107053,g,,
2765,321775,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.8982,C,,
2766,321775,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.2307,A,,
2767,321775,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.172932,Nm,,
2768,322028,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.160222,g,,
2769,322028,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,38.8564,C,,
2770,322028,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.27579,A,,
2771,322028,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0.161175,Nm,,
2772,322250,STATION,EV000102,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,38125,,,,,,,
2773,322250,STATION,EV000103,UNIT_ARRIVED,S02,U000009,1,,,,,,,,,,
2774,322250,STATION,EV000104,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,34375,,,,,,,
2775,322321,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,1.11096,g,,
2776,322321,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,53.7455,C,,
2777,322321,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,14.4001,A,,
2778,322321,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,51.9663,Nm,,
2779,322780,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.32054,g,,
2780,322780,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,58.4186,C,,
2781,322780,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.6052,A,,
2782,322780,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,55.1571,Nm,,
2783,324099,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.163343,g,,
2784,324099,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.5235,C,,
2785,324099,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.01629,A,,
2786,324099,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.255636,Nm,,
2787,324756,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.08169,g,,
2788,324756,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.0695,C,,
2789,324756,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.565,A,,
2790,324756,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,55.0751,Nm,,
2791,326355,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.244807,g,,
2792,326355,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,39.7522,C,,
2793,326355,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.25885,A,,
2794,326355,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.48402,Nm,,
2795,327062,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.129604,g,,
2796,327062,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,39.0983,C,,
2797,327062,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.29966,A,,
2798,327062,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0,Nm,,
2799,327433,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.150745,g,,
2800,327433,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,38.8477,C,,
2801,327433,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.28768,A,,
2802,327433,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
2803,327686,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.131644,g,,
2804,327686,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.6621,C,,
2805,327686,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.0795,A,,
2806,327686,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.698768,Nm,,
2807,327835,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.176009,g,,
2808,327835,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.1158,C,,
2809,327835,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.02365,A,,
2810,327835,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0,Nm,,
2811,328213,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.2035,g,,
2812,328213,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.4353,C,,
2813,328213,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.41055,A,,
2814,328213,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0.269199,Nm,,
2815,328430,SENSOR,,SENSOR_READING,S31,,,,,,,,VIBRATION,0.0976053,g,,
2816,328430,SENSOR,,SENSOR_READING,S31,,,,,,,,TEMPERATURE,38.985,C,,
2817,328494,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.156232,g,,
2818,328494,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,38.705,C,,
2819,328494,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.2171,A,,
2820,328494,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0,Nm,,
2821,329042,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.213692,g,,
2822,329042,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,38.465,C,,
2823,329042,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.17214,A,,
2824,329042,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
2825,329510,SENSOR,,SENSOR_READING,S09,,,,,,,,VIBRATION,0.225897,g,,
2826,329510,SENSOR,,SENSOR_READING,S09,,,,,,,,TEMPERATURE,39.5199,C,,
2827,330405,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.18394,g,,
2828,330405,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,54.046,C,,
2829,330405,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.6323,A,,
2830,330405,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,55.363,Nm,,
2831,330459,SENSOR,,SENSOR_READING,S14,,,,,,,,VIBRATION,0.185164,g,,
2832,330459,SENSOR,,SENSOR_READING,S14,,,,,,,,TEMPERATURE,39.4492,C,,
2833,330569,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.13843,g,,
2834,330569,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,60.6688,C,,
2835,330569,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.5434,A,,
2836,330569,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,55.0217,Nm,,
2837,330583,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.21446,g,,
2838,330583,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.4799,C,,
2839,330583,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.4235,A,,
2840,330583,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.0701,Nm,,
2841,331116,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.197754,g,,
2842,331116,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,39.1608,C,,
2843,331116,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.15897,A,,
2844,331116,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0,Nm,,
2845,331239,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.191239,g,,
2846,331239,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.7302,C,,
2847,331239,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.14711,A,,
2848,331239,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.503327,Nm,,
2849,331375,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.205594,g,,
2850,331375,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.1799,C,,
2851,331375,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.10979,A,,
2852,331375,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0.106482,Nm,,
2853,332002,SENSOR,,SENSOR_READING,S32,,,,,,,,VIBRATION,0.183969,g,,
2854,332002,SENSOR,,SENSOR_READING,S32,,,,,,,,TEMPERATURE,38.5154,C,,
2855,332511,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.195809,g,,
2856,332511,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.7443,C,,
2857,332511,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.2737,A,,
2858,332511,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0,Nm,,
2859,332879,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,1.11909,g,,
2860,332879,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,54.744,C,,
2861,332879,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,14.6139,A,,
2862,332879,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,54.1324,Nm,,
2863,332914,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.27884,g,,
2864,332914,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,59.0345,C,,
2865,332914,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.7287,A,,
2866,332914,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,55.597,Nm,,
2867,333152,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.143455,g,,
2868,333152,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.1087,C,,
2869,333152,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.12986,A,,
2870,333152,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.217357,Nm,,
2871,333687,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.09229,g,,
2872,333687,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.154,C,,
2873,333687,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.5909,A,,
2874,333687,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,55.9956,Nm,,
2875,336011,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.153314,g,,
2876,336011,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,39.2343,C,,
2877,336011,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.2482,A,,
2878,336011,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0.631456,Nm,,
2879,336308,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.220929,g,,
2880,336308,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.0272,C,,
2881,336308,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.27234,A,,
2882,336308,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
2883,337405,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.280411,g,,
2884,337405,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,39.6548,C,,
2885,337405,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.40368,A,,
2886,337405,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.521112,Nm,,
2887,337647,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.132823,g,,
2888,337647,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.3412,C,,
2889,337647,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.11982,A,,
2890,337647,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.292683,Nm,,
2891,338022,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.214931,g,,
2892,338022,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,38.7488,C,,
2893,338022,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.08633,A,,
2894,338022,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
2895,338108,SENSOR,,SENSOR_READING,S27,,,,,,,,VIBRATION,0.189256,g,,
2896,338108,SENSOR,,SENSOR_READING,S27,,,,,,,,TEMPERATURE,39.3289,C,,
2897,338369,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.18019,g,,
2898,338369,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.2581,C,,
2899,338369,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.26267,A,,
2900,338369,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0,Nm,,
2901,338400,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.171271,g,,
2902,338400,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.3471,C,,
2903,338400,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.2578,A,,
2904,338400,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.036673,Nm,,
2905,339305,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.19478,g,,
2906,339305,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,55.0102,C,,
2907,339305,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.4371,A,,
2908,339305,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,54.8483,Nm,,
2909,339419,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.148273,g,,
2910,339419,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,38.4329,C,,
2911,339419,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.23587,A,,
2912,339419,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.0327062,Nm,,
2913,339643,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.16244,g,,
2914,339643,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.4333,C,,
2915,339643,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.6474,A,,
2916,339643,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,54.8864,Nm,,
2917,339776,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.15311,g,,
2918,339776,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,61.0114,C,,
2919,339776,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.5352,A,,
2920,339776,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.5971,Nm,,
2921,341626,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.194601,g,,
2922,341626,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.7764,C,,
2923,341626,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.12769,A,,
2924,341626,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.148029,Nm,,
2925,341707,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.213821,g,,
2926,341707,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,38.8076,C,,
2927,341707,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.3122,A,,
2928,341707,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0.294324,Nm,,
2929,341924,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.113375,g,,
2930,341924,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.1845,C,,
2931,341924,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.26096,A,,
2932,341924,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
2933,341927,STATION,EV000105,PROCESSING_COMPLETED,S04,U000005,1,PROCESSING,,45340,,,,,,,
2934,341927,STATION,EV000106,UNIT_ARRIVED,S05,U000005,1,,,,,,,,,,
2935,341927,STATION,EV000107,PROCESSING_STARTED,S04,U000006,0,IDLE,PROCESSING,29454,,,,,,,
2936,342235,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.213231,g,,
2937,342235,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.0916,C,,
2938,342235,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.26583,A,,
2939,342235,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.234621,Nm,,
2940,342737,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.30768,g,,
2941,342737,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,59.3925,C,,
2942,342737,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.4609,A,,
2943,342737,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,55.8268,Nm,,
2944,343023,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.11132,g,,
2945,343023,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.3677,C,,
2946,343023,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.5177,A,,
2947,343023,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,54.2045,Nm,,
2948,343458,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.205762,g,,
2949,343458,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.5218,C,,
2950,343458,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.23564,A,,
2951,343458,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0,Nm,,
2952,343666,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,1.12804,g,,
2953,343666,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,55.1447,C,,
2954,343666,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,14.488,A,,
2955,343666,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,55.2493,Nm,,
2956,345314,STATION,EV000108,PROCESSING_COMPLETED,S07,U000002,0,PROCESSING,,49745,,,,,,,
2957,345314,STATION,EV000109,UNIT_ARRIVED,S08,U000002,1,,,,,,,,,,
2958,345386,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.204453,g,,
2959,345386,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,38.8599,C,,
2960,345386,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.32989,A,,
2961,345386,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0.470998,Nm,,
2962,346136,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.18812,g,,
2963,346136,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,39.0394,C,,
2964,346136,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.25032,A,,
2965,346136,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0,Nm,,
2966,347119,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.172789,g,,
2967,347119,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.4622,C,,
2968,347119,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.16579,A,,
2969,347119,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.417182,Nm,,
2970,347986,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.330356,g,,
2971,347986,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,39.3631,C,,
2972,347986,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.36064,A,,
2973,347986,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.37087,Nm,,
2974,348228,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.195377,g,,
